StatePair,OriginState,DestState,TotalFare,TotalTickets,AvgFare
Connecticut:North Dakota,Connecticut,North Dakota,124675.40000000004,399,312.46967418546376
Maine:Alabama,Maine,Alabama,188033.17,659,285.331062215478
Georgia:Mississippi,Georgia,Mississippi,788541.2099999991,2758,285.9105184916603
Vermont:Idaho,Vermont,Idaho,48817.28,123,396.88845528455283
Tennessee:Indiana,Tennessee,Indiana,710154.1000000004,2636,269.4059559939304
Pennsylvania:Mississippi,Pennsylvania,Mississippi,705570.6500000001,2639,267.36288366805616
California:Minnesota,California,Minnesota,14953074.85999998,51019,293.0883564946389
U.S. Virgin Islands:North Carolina,U.S. Virgin Islands,North Carolina,795029.4299999998,2290,347.17442358078597
Florida:Kentucky,Florida,Kentucky,8739688.370000027,39521,221.1403651223407
Kentucky:New York,Kentucky,New York,5233163.05,17377,301.15457501294816
Montana:South Dakota,Montana,South Dakota,186037.90000000002,564,329.85443262411354
Virginia:Idaho,Virginia,Idaho,1165490.8500000008,3274,355.9837660354309
Texas:U.S. Virgin Islands,Texas,U.S. Virgin Islands,1282163.270000001,3356,382.05103396901103
Massachusetts:Maryland,Massachusetts,Maryland,1017796.9400000005,6341,160.51047784261166
Tennessee:North Dakota,Tennessee,North Dakota,521124.5899999999,1730,301.22808670520226
Kansas:Montana,Kansas,Montana,104575.09000000001,319,327.8215987460815
Arizona:Massachusetts,Arizona,Massachusetts,4042866.729999993,13825,292.43158987341724
Iowa:Rhode Island,Iowa,Rhode Island,120874.96000000002,388,311.5334020618557
Virginia:Oregon,Virginia,Oregon,3995237.3599999947,12610,316.8308770816808
Maryland:Ohio,Maryland,Ohio,792394.0599999997,5068,156.35241910023672
Michigan:Georgia,Michigan,Georgia,5421183.960000007,21628,250.65581468466837
Wyoming:Alabama,Wyoming,Alabama,120724.51000000002,326,370.32058282208595
New York:Colorado,New York,Colorado,10489011.34999999,36306,288.90572770340964
West Virginia:Texas,West Virginia,Texas,897978.4400000008,2924,307.1061696306432
New Jersey:U.S. Pacific Trust Territories and Possessions,New Jersey,U.S. Pacific Trust Territories and Possessions,50826.28999999999,47,1081.4104255319148
Kentucky:South Carolina,Kentucky,South Carolina,942686.4799999999,3483,270.6535974734424
California:Tennessee,California,Tennessee,14791227.530000037,51186,288.9701779783542
Arkansas:Ohio,Arkansas,Ohio,766599.0799999998,2700,283.9255851851851
Puerto Rico:Indiana,Puerto Rico,Indiana,519561.3999999992,1737,299.1142199194008
Missouri:Vermont,Missouri,Vermont,234451.52,746,314.2781769436997
U.S. Pacific Trust Territories and Possessions:New York,U.S. Pacific Trust Territories and Possessions,New York,39719.4,39,1018.4461538461538
Louisiana:Minnesota,Louisiana,Minnesota,1516766.0799999977,5670,267.5072451499114
New Mexico:West Virginia,New Mexico,West Virginia,33431.52,102,327.76
New York:Idaho,New York,Idaho,1028738.9899999998,2801,367.275612281328
Vermont:Pennsylvania,Vermont,Pennsylvania,423348.1499999998,1746,242.46743986254285
Nevada:Louisiana,Nevada,Louisiana,2110158.8300000015,8425,250.46395608308623
Montana:Nebraska,Montana,Nebraska,257695.13999999998,909,283.49300330033003
Oklahoma:Maryland,Oklahoma,Maryland,774360.3000000007,3388,228.55971074380187
Pennsylvania:New York,Pennsylvania,New York,4900963.660000001,18178,269.6096193200573
South Dakota:Iowa,South Dakota,Iowa,65608.66,195,336.4546666666667
U.S. Pacific Trust Territories and Possessions:Pennsylvania,U.S. Pacific Trust Territories and Possessions,Pennsylvania,52485.33,45,1166.3406666666667
Montana:Missouri,Montana,Missouri,873920.7200000004,2959,295.3432646164246
Washington:New Mexico,Washington,New Mexico,1114529.5499999996,5487,203.12184253690535
New Jersey:Ohio,New Jersey,Ohio,3386009.949999993,11234,301.40733042549346
U.S. Pacific Trust Territories and Possessions:Minnesota,U.S. Pacific Trust Territories and Possessions,Minnesota,14565.429999999998,15,971.0286666666666
New York:Alabama,New York,Alabama,2762701.159999998,10005,276.13204997501225
Arizona:Arkansas,Arizona,Arkansas,845915.7099999995,3110,271.99862057877795
Massachusetts:Ohio,Massachusetts,Ohio,2991515.929999999,13525,221.18417227356738
Ohio:U.S. Virgin Islands,Ohio,U.S. Virgin Islands,402038.22000000026,1161,346.28614987080124
Oklahoma:Washington,Oklahoma,Washington,1632689.3199999984,6116,266.9537802485282
Arizona:Virginia,Arizona,Virginia,7109625.420000002,22652,313.86303284478197
New Mexico:Georgia,New Mexico,Georgia,889556.2300000004,3188,279.0326944792975
Oregon:U.S. Pacific Trust Territories and Possessions,Oregon,U.S. Pacific Trust Territories and Possessions,83621.14,83,1007.4836144578313
Louisiana:Pennsylvania,Louisiana,Pennsylvania,3752865.9800000037,14392,260.76056003335214
Arizona:Kentucky,Arizona,Kentucky,2111602.8299999996,7675,275.1274045602605
Montana:Arkansas,Montana,Arkansas,144237.63000000003,399,361.49781954887226
Rhode Island:Idaho,Rhode Island,Idaho,33615.07999999999,89,377.6975280898875
Maryland:Nebraska,Maryland,Nebraska,436974.72999999963,1707,255.9898828353835
Alaska:Wyoming,Alaska,Wyoming,154491.63999999998,316,488.8975949367088
Massachusetts:Wisconsin,Massachusetts,Wisconsin,1803929.3099999984,7009,257.3732786417461
Massachusetts:Colorado,Massachusetts,Colorado,5193437.000000005,17544,296.0235408116738
Washington:Texas,Washington,Texas,12539687.400000054,47738,262.6772675855724
South Dakota:Massachusetts,South Dakota,Massachusetts,297712.0699999999,903,329.692214839424
New Jersey:Hawaii,New Jersey,Hawaii,4129266.120000001,7322,563.9533078393883
Alabama:New Mexico,Alabama,New Mexico,304617.4500000001,1032,295.17194767441873
California:Nevada,California,Nevada,11201675.169999944,71983,155.61556436936422
Georgia:Alaska,Georgia,Alaska,1073161.5000000002,2562,418.8764637002343
Puerto Rico:Kentucky,Puerto Rico,Kentucky,526672.0799999998,1719,306.3828272251308
Hawaii:New Mexico,Hawaii,New Mexico,750936.2400000002,1666,450.74204081632666
Pennsylvania:Alaska,Pennsylvania,Alaska,1017866.7599999991,2587,393.4544878237337
Nebraska:Washington,Nebraska,Washington,1025308.8499999988,4398,233.13070713960863
Mississippi:U.S. Pacific Trust Territories and Possessions,Mississippi,U.S. Pacific Trust Territories and Possessions,27920.129999999997,17,1642.360588235294
Washington:Minnesota,Washington,Minnesota,2819117.7300000046,10569,266.7345756457569
Oklahoma:U.S. Virgin Islands,Oklahoma,U.S. Virgin Islands,150570.57000000007,364,413.6554120879123
Oregon:Arkansas,Oregon,Arkansas,459887.6699999994,1436,320.2560376044564
Iowa:Tennessee,Iowa,Tennessee,599245.0599999998,2338,256.30669803250635
North Dakota:South Dakota,North Dakota,South Dakota,75396.04,216,349.0557407407407
Hawaii:North Carolina,Hawaii,North Carolina,2942579.0800000033,5616,523.963511396012
Missouri:Louisiana,Missouri,Louisiana,1882734.169999997,8504,221.3939522577607
Arkansas:Nevada,Arkansas,Nevada,888643.1099999993,3521,252.38372905424575
Mississippi:Washington,Mississippi,Washington,417909.25000000006,1257,332.4655926809865
Puerto Rico:Washington,Puerto Rico,Washington,646849.229999999,1910,338.66451832460683
Nevada:Connecticut,Nevada,Connecticut,1365837.8299999973,5136,265.93415693146363
South Dakota:Pennsylvania,South Dakota,Pennsylvania,476402.87999999995,1573,302.86260648442465
Oklahoma:South Dakota,Oklahoma,South Dakota,138499.79,453,305.73905077262697
Pennsylvania:Michigan,Pennsylvania,Michigan,3928940.0200000056,12602,311.7711490239649
Mississippi:New York,Mississippi,New York,828638.4700000001,3070,269.9148110749186
Georgia:Michigan,Georgia,Michigan,5441858.260000001,21644,251.4257189059324
Maryland:Nevada,Maryland,Nevada,2284033.950000004,11385,200.61782608695685
Tennessee:Kentucky,Tennessee,Kentucky,534420.6899999998,2049,260.82024890190326
Wisconsin:Oklahoma,Wisconsin,Oklahoma,596054.5600000002,2159,276.07899953682266
Oklahoma:Nevada,Oklahoma,Nevada,1581704.9,6672,237.06608213429254
Rhode Island:Alaska,Rhode Island,Alaska,26589.18,56,474.8067857142857
U.S. Virgin Islands:Arizona,U.S. Virgin Islands,Arizona,220221.12999999986,559,393.95550983899795
Ohio:Michigan,Ohio,Michigan,628522.4000000003,2091,300.58460066953626
Connecticut:Minnesota,Connecticut,Minnesota,1411245.719999998,4351,324.34974028958817
Virginia:Rhode Island,Virginia,Rhode Island,1465588.4099999988,6936,211.30167387543236
Ohio:Massachusetts,Ohio,Massachusetts,2970000.1300000036,13464,220.58824494949522
Idaho:New Hampshire,Idaho,New Hampshire,34169.01,97,352.2578350515464
Idaho:Virginia,Idaho,Virginia,1142457.9499999993,3240,352.6104783950615
Kansas:Kentucky,Kansas,Kentucky,231262.58000000007,729,317.23262002743496
Mississippi:Minnesota,Mississippi,Minnesota,304178.66999999987,1001,303.8747952047951
New Jersey:West Virginia,New Jersey,West Virginia,92830.55999999998,296,313.6167567567567
Ohio:Puerto Rico,Ohio,Puerto Rico,1143408.6100000013,4406,259.51171357240156
Alaska:Iowa,Alaska,Iowa,148640.59000000005,388,383.0943041237115
Wyoming:North Dakota,Wyoming,North Dakota,82417.96999999999,237,347.75514767932486
Michigan:Mississippi,Michigan,Mississippi,553621.99,1747,316.898677733257
Utah:West Virginia,Utah,West Virginia,93404.23999999999,238,392.45478991596633
Arkansas:Nebraska,Arkansas,Nebraska,93944.02999999996,360,260.95563888888876
Ohio:Virginia,Ohio,Virginia,3631292.8100000024,17860,203.3198661814111
Illinois:Iowa,Illinois,Iowa,1459969.01,5750,253.90765391304348
Kentucky:Kansas,Kentucky,Kansas,236074.74999999994,750,314.76633333333325
Texas:Florida,Texas,Florida,38836045.500000216,171379,226.60912655576362
South Dakota:Virginia,South Dakota,Virginia,783770.5000000003,2366,331.2639475908708
Colorado:Massachusetts,Colorado,Massachusetts,5234020.699999989,17777,294.4265455363666
Kansas:Washington,Kansas,Washington,657119.4099999998,2233,294.2764935064934
South Carolina:Texas,South Carolina,Texas,6097263.429999998,25120,242.72545501592347
Mississippi:Oregon,Mississippi,Oregon,249923.84,707,353.4990664780764
Montana:Colorado,Montana,Colorado,1861351.4200000016,7092,262.4578990411734
Hawaii:Ohio,Hawaii,Ohio,2513124.300000002,4740,530.1950000000005
Tennessee:Iowa,Tennessee,Iowa,579157.1900000003,2295,252.3560740740742
Kentucky:Montana,Kentucky,Montana,412727.6200000001,1275,323.70793725490205
New Hampshire:Montana,New Hampshire,Montana,45583.859999999986,126,361.77666666666653
Maine:North Dakota,Maine,North Dakota,68588.07,196,349.9391326530613
Wyoming:North Carolina,Wyoming,North Carolina,394498.3600000003,1030,383.0081165048546
West Virginia:South Carolina,West Virginia,South Carolina,103506.7,675,153.34325925925924
Massachusetts:Missouri,Massachusetts,Missouri,2900063.059999999,11968,242.318103275401
Oklahoma:Minnesota,Oklahoma,Minnesota,881375.1199999996,3026,291.26738929279566
West Virginia:Georgia,West Virginia,Georgia,353390.6500000001,1595,221.5615360501568
Pennsylvania:Nevada,Pennsylvania,Nevada,5362625.299999981,22048,243.22502267779305
Oklahoma:Puerto Rico,Oklahoma,Puerto Rico,279738.05999999994,909,307.74264026402636
New York:Tennessee,New York,Tennessee,7515090.470000018,31184,240.99186986916428
Nebraska:New Jersey,Nebraska,New Jersey,954330.5500000013,3186,299.538779033271
Kansas:New Mexico,Kansas,New Mexico,66214.04000000001,261,253.69363984674334
Georgia:Nevada,Georgia,Nevada,3808793.879999996,13801,275.979558003043
U.S. Pacific Trust Territories and Possessions:New Hampshire,U.S. Pacific Trust Territories and Possessions,New Hampshire,6672.0599999999995,6,1112.01
Louisiana:Nebraska,Louisiana,Nebraska,562482.7799999998,2129,264.2004603100046
Rhode Island:U.S. Pacific Trust Territories and Possessions,Rhode Island,U.S. Pacific Trust Territories and Possessions,11409.519999999999,8,1426.1899999999998
New York:California,New York,California,75703372.2899993,190646,397.08869994649405
West Virginia:Hawaii,West Virginia,Hawaii,114807.25000000001,198,579.8345959595961
Maine:Iowa,Maine,Iowa,105887.20000000001,397,266.7183879093199
Indiana:Georgia,Indiana,Georgia,2141501.820000002,10000,214.15018200000023
Georgia:Montana,Georgia,Montana,1265242.4899999984,3652,346.45194140197106
Connecticut:Pennsylvania,Connecticut,Pennsylvania,702515.8799999997,2780,252.7035539568344
Mississippi:Louisiana,Mississippi,Louisiana,6676.46,19,351.3926315789474
Massachusetts:Mississippi,Massachusetts,Mississippi,335642.48999999993,1218,275.5685467980295
Florida:Idaho,Florida,Idaho,1499760.4799999977,4800,312.4500999999995
Kentucky:Pennsylvania,Kentucky,Pennsylvania,2809070.9700000063,10117,277.6584926361576
Louisiana:New Hampshire,Louisiana,New Hampshire,205540.65000000005,829,247.9380579010857
Utah:Arkansas,Utah,Arkansas,385365.99000000005,1235,312.0372388663968
New York:New Mexico,New York,New Mexico,1739128.049999999,6933,250.84783643444385
Arizona:Illinois,Arizona,Illinois,6959476.420000007,27870,249.71210692500924
Kentucky:Michigan,Kentucky,Michigan,1397804.690000001,4225,330.8413467455624
Arizona:Montana,Arizona,Montana,1085389.8100000008,5323,203.90565658463288
Connecticut:North Carolina,Connecticut,North Carolina,2041842.5600000026,8747,233.43346976106125
Kentucky:North Dakota,Kentucky,North Dakota,246666.51999999993,775,318.2793806451612
Puerto Rico:South Dakota,Puerto Rico,South Dakota,77624.24000000002,218,356.0744954128441
Iowa:Alaska,Iowa,Alaska,165091.30000000002,418,394.95526315789476
South Dakota:South Carolina,South Dakota,South Carolina,160449.20999999996,479,334.9670354906053
Colorado:Utah,Colorado,Utah,1915155.4099999988,11016,173.85216140159756
Georgia:Massachusetts,Georgia,Massachusetts,4604680.5800000075,18628,247.1913560231913
Minnesota:Hawaii,Minnesota,Hawaii,3496478.680000005,7210,484.9484993065194
U.S. Virgin Islands:West Virginia,U.S. Virgin Islands,West Virginia,20761.11,55,377.4747272727273
Florida:Texas,Florida,Texas,38509130.699999884,170963,225.24833268016988
Nevada:South Carolina,Nevada,South Carolina,1612189.350000002,5361,300.7254896474542
Pennsylvania:Washington,Pennsylvania,Washington,4345162.140000006,14012,310.10292178133074
Pennsylvania:Massachusetts,Pennsylvania,Massachusetts,4455314.590000003,22661,196.60714840474836
Georgia:Washington,Georgia,Washington,4787858.560000008,14892,321.50540961590167
Oregon:Louisiana,Oregon,Louisiana,1212992.2100000014,4418,274.5568605703942
Colorado:Wisconsin,Colorado,Wisconsin,2348882.6800000016,10033,234.11568623542325
South Carolina:South Carolina,South Carolina,South Carolina,21565.75,86,250.76453488372093
Colorado:Iowa,Colorado,Iowa,1206881.5400000007,4752,253.9733880471382
Mississippi:Illinois,Mississippi,Illinois,540492.1300000004,2051,263.5261482203805
Kansas:Pennsylvania,Kansas,Pennsylvania,500697.95999999996,1848,270.94045454545454
West Virginia:Kansas,West Virginia,Kansas,28973.309999999998,78,371.4526923076923
Alabama:Wisconsin,Alabama,Wisconsin,502105.2200000002,1659,302.65534659433405
Missouri:Illinois,Missouri,Illinois,4635967.7700000005,24516,189.0996806167401
Arkansas:Texas,Arkansas,Texas,3658075.4200000046,15603,234.4469281548423
New Hampshire:Tennessee,New Hampshire,Tennessee,456115.84000000043,1785,255.52708123249323
Washington:Montana,Washington,Montana,1331124.8900000015,7231,184.0858650255845
Minnesota:Missouri,Minnesota,Missouri,3066892.619999998,12960,236.6429490740739
South Carolina:South Dakota,South Carolina,South Dakota,154214.19,461,334.52101952277656
Maryland:Florida,Maryland,Florida,7573234.310000008,41846,180.9786911532765
Puerto Rico:Tennessee,Puerto Rico,Tennessee,645197.7600000004,2181,295.8265749656123
Indiana:Hawaii,Indiana,Hawaii,1438742.359999999,2605,552.3003301343566
West Virginia:Missouri,West Virginia,Missouri,174854.03999999992,485,360.52379381443285
Arkansas:New Mexico,Arkansas,New Mexico,169470.62999999998,663,255.6118099547511
Idaho:Washington,Idaho,Washington,1399842.4199999997,8935,156.66954896474536
Tennessee:South Carolina,Tennessee,South Carolina,1376258.2899999993,5841,235.620320150659
Ohio:Arizona,Ohio,Arizona,3947515.609999997,15964,247.27609684289632
Nevada:Utah,Nevada,Utah,1208420.0400000021,7941,152.17479410653596
Wyoming:New Mexico,Wyoming,New Mexico,74618.37,237,314.8454430379747
Michigan:Kansas,Michigan,Kansas,313209.68000000005,1192,262.75979865771814
Washington:Iowa,Washington,Iowa,971663.3200000001,3334,291.4407078584283
Vermont:Texas,Vermont,Texas,763058.4799999988,2541,300.29849665485983
Virginia:Maryland,Virginia,Maryland,132634.24,776,170.920412371134
Missouri:South Dakota,Missouri,South Dakota,291242.52999999997,1010,288.3589405940594
Virginia:South Carolina,Virginia,South Carolina,2884159.6300000013,14882,193.80188348340286
Illinois:Florida,Illinois,Florida,24073436.389999993,112814,213.39050463594938
Louisiana:Mississippi,Louisiana,Mississippi,11713.67,37,316.5856756756757
Oregon:Maine,Oregon,Maine,268187.9699999998,753,356.15932270916306
Illinois:Texas,Illinois,Texas,20454851.910000138,86774,235.7255849678491
Rhode Island:Puerto Rico,Rhode Island,Puerto Rico,242845.48000000004,1122,216.4398217468806
Iowa:California,Iowa,California,4412392.849999989,15488,284.89106727789186
New Mexico:U.S. Pacific Trust Territories and Possessions,New Mexico,U.S. Pacific Trust Territories and Possessions,7595.820000000001,7,1085.1171428571429
Florida:New York,Florida,New York,59739037.02000029,278951,214.15602388950134
Ohio:Montana,Ohio,Montana,603874.8100000003,1859,324.8385207100593
Nebraska:Georgia,Nebraska,Georgia,1263187.590000001,4646,271.88712656048233
Nevada:U.S. Pacific Trust Territories and Possessions,Nevada,U.S. Pacific Trust Territories and Possessions,170054.27999999994,197,863.2196954314718
Alaska:Kentucky,Alaska,Kentucky,323145.5999999998,749,431.4360480640852
Nevada:Oklahoma,Nevada,Oklahoma,1606691.3399999987,6763,237.57080289812194
Ohio:Rhode Island,Ohio,Rhode Island,588649.9499999987,2449,240.36339322172262
Ohio:Hawaii,Ohio,Hawaii,2430818.7399999946,4652,522.5319733447968
